record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1212,Fluconazole,I,0,0.25,8.0,306.3,7.6,138,100,0.013,17.36,3.37,6.85,18.96,PEG 6000,plasticizer,-65,6,hydrophilic,0.526,hot_melt_coating,0.617,0.74,0.08,0.57,"{""min"": 6, ""max"": 24, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.848}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.785}]","[{""excipient"": ""HPMC K4M"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}, {""excipient"": ""Crospovidone"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.388}]","[0.0506, 0.0516, 0.0261, 0.0128, 0.0474, 0.0238]",hot_melt_coating,0.581,"[{""parameter"": ""coating_temp_c"", ""value"": 74.39, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 17.88, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 12.04, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 9.75, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.508}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.491}]",0.29,oxidative_degradation_peroxide_content,co_crystal
EF-1213,Lopinavir,II,1,5.95,0.001,628.8,10.5,125,200,200.0,19.53,6.02,5.34,21.12,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.728,hot_melt_coating,0.79,0.86,0.23,0.78,"{""min"": 8, ""max"": 29, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.781}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.552}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.045}, {""excipient"": ""CAP"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.013}]","[-0.0491, -0.017, 0.0728, -0.0055, 0.0387, 0.0118]",hot_melt_coating,0.779,"[{""parameter"": ""coating_temp_c"", ""value"": 71.19, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 16.81, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 12.76, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 8.15, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.783}, {""technique"": ""coprecipitation"", ""confidence"": 0.631}]",0.63,,solid_solution
EF-1214,Naproxen,II,1,3.18,0.016,230.3,4.2,156,500,31.25,15.59,5.78,19.69,25.77,PVPVA 64,ASD_polymer,106,45,amphiphilic,0.667,nanosuspension,0.82,0.9,0.05,0.82,"{""min"": 50, ""max"": 52, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Tween 80"", ""compatibility_score"": 0.568}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.778}]","[{""excipient"": ""PEG 6000"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.258}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.289}]","[-0.0462, 0.0179, 0.0705, -0.0011, 0.0023, 0.001]",nanosuspension,0.779,"[{""parameter"": ""particle_size_nm"", ""value"": 211.91, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.18, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -16.99, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.43, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.522}, {""technique"": ""coprecipitation"", ""confidence"": 0.641}]",0.7,,co_crystal
EF-1215,Warfarin,II,1,2.7,0.017,308.3,4.8,159,5,0.29,15.59,8.45,9.63,20.18,Poloxamer 407,solubilizer,-20,12.6,hydrophilic,0.384,nanosuspension,0.76,0.82,0.11,0.72,"{""min"": 11, ""max"": 39, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.706}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.712}]","[{""excipient"": ""Eudragit S100"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.58}, {""excipient"": ""HPMC AS-MF"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}]","[0.0766, 0.0076, -0.0004, 0.1051, -0.0972, -0.0501]",nanosuspension,0.696,"[{""parameter"": ""particle_size_nm"", ""value"": 409.66, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.23, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -15.33, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.31, ""unit"": ""%""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.541}, {""technique"": ""wet_granulation"", ""confidence"": 0.628}]",0.24,,complexation_cyclodextrin
EF-1216,Warfarin,II,1,2.7,0.017,308.3,4.8,159,5,0.29,20.64,13.87,12.62,27.89,Copovidone,ASD_polymer,106,45,amphiphilic,0.59,hot_melt_extrusion,0.803,0.85,0.04,0.75,"{""min"": 30, ""max"": 57, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Soluplus"", ""compatibility_score"": 0.71}, {""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.729}]","[{""excipient"": ""CAT"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.598}]","[-0.0089, 0.0721, 0.0511, 0.0357, 0.0291, -0.1154]",hot_melt_extrusion,0.754,"[{""parameter"": ""barrel_temp_c"", ""value"": 148.9, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 64.7, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 11.25, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 6.8, ""unit"": ""min""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.472}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.761}]",0.48,,solid_solution
EF-1217,Ketoprofen,II,1,3.12,0.051,254.3,4.5,94,100,1.96,17.76,5.16,11.48,21.77,Soluplus,ASD_polymer,70,118,amphiphilic,0.412,hot_melt_extrusion,0.898,0.82,0.03,0.88,"{""min"": 36, ""max"": 74, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K12"", ""compatibility_score"": 0.757}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.834}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.708}, {""excipient"": ""PVP K90"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.148}]","[-0.0331, 0.0138, -0.0218, 0.0451, 0.0412, 0.0508]",hot_melt_extrusion,0.86,"[{""parameter"": ""barrel_temp_c"", ""value"": 179.72, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 191.61, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 6.8, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 7.66, ""unit"": ""min""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.489}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.579}]",0.35,,co_crystal
EF-1218,Mefenamic acid,II,1,5.12,0.004,241.3,4.2,230,500,125.0,15.2,3.71,16.32,22.61,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,0.941,spray_drying,0.98,0.87,0.1,0.92,"{""min"": 29, ""max"": 65, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.831}, {""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.642}]","[{""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.568}, {""excipient"": ""Eudragit S100"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.896}]","[0.0433, 0.0354, -0.0719, 0.0684, -0.0141, 0.051]",spray_drying,0.903,"[{""parameter"": ""inlet_temp_c"", ""value"": 145.26, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 86.01, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 12.16, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.9, ""unit"": ""bar""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.496}, {""technique"": ""nanosuspension"", ""confidence"": 0.498}]",0.6,,salt_formation
EF-1219,Ketoprofen,II,1,3.12,0.051,254.3,4.5,94,100,1.96,16.63,6.74,12.2,21.7,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.243,hot_melt_coating,0.885,0.93,0.17,0.81,"{""min"": 18, ""max"": 44, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.771}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.744}]","[{""excipient"": ""PVP K90"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.897}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.922}]","[0.0153, 0.0109, -0.0023, 0.0049, 0.0088, 0.0149]",hot_melt_coating,0.817,"[{""parameter"": ""coating_temp_c"", ""value"": 70.87, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 16.26, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 20.05, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 3.22, ""unit"": ""%""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.513}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.457}]",0.7,,crystalline_suspension
EF-1220,Acyclovir,III,2,-1.56,2.5,225.2,2.3,256,400,0.16,18.44,13.21,8.78,24.32,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.858,direct_compression,0.81,0.74,0.05,0.81,"{""min"": 48, ""max"": 61, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.557}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.708}]","[{""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.797}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.648}]","[0.0481, 0.0315, 0.0443, 0.1365, 0.0131, 0.0014]",direct_compression,0.777,"[{""parameter"": ""compression_force_kn"", ""value"": 28.8, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 151.79, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 6.47, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 77.67, ""unit"": ""rpm""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.7}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.554}]",0.22,,complexation_cyclodextrin
EF-1221,Ritonavir,II,1,6.63,0.001,720.9,7.1,122,100,100.0,16.68,9.16,7.02,20.28,Tween 80,surfactant,N/A,1.31,hydrophilic,2.224,nanosuspension,0.566,0.77,0.32,0.54,"{""min"": 6, ""max"": 32, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.835}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.631}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.108}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.09}]","[-0.0294, -0.065, 0.0711, -0.0446, 0.0767, 0.0068]",nanosuspension,0.525,"[{""parameter"": ""particle_size_nm"", ""value"": 321.88, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.25, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -32.38, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.87, ""unit"": ""%""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.625}, {""technique"": ""coprecipitation"", ""confidence"": 0.724}]",0.25,polymorphic_conversion_under_stress,crystalline_suspension
EF-1222,Lopinavir,II,1,5.95,0.001,628.8,4.9,125,200,200.0,15.01,7.58,17.1,23.98,PVPVA 64,ASD_polymer,106,45,amphiphilic,1.495,spray_drying,0.898,0.98,0.09,0.9,"{""min"": 34, ""max"": 51, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.568}, {""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.827}]","[{""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.119}, {""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.102}]","[-0.0438, 0.0945, 0.0208, -0.0055, -0.0346, 0.0008]",spray_drying,0.87,"[{""parameter"": ""inlet_temp_c"", ""value"": 131.62, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 54.92, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 3.82, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.23, ""unit"": ""bar""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.524}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.627}]",0.71,,co_crystal
EF-1223,Repaglinide,II,1,5.08,0.0002,452.6,4.0,131,2,10.0,19.64,5.86,6.58,21.53,Span 80,surfactant,N/A,0.428,lipophilic,0.404,lipid_based_formulation,0.561,0.94,0.18,0.53,"{""min"": 13, ""max"": 35, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.555}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.758}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.453}, {""excipient"": ""HPMC E5"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.328}]","[0.0066, 0.1047, 0.0289, 0.076, -0.0101, 0.0425]",lipid_based_formulation,0.543,"[{""parameter"": ""lipid_content_pct"", ""value"": 58.95, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 8.54, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 5.77, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.43, ""unit"": ""w/w""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.685}, {""technique"": ""direct_compression"", ""confidence"": 0.574}]",0.72,pH_incompatibility_solubility_precipitation,solid_solution
EF-1224,Fluconazole,I,0,0.25,8.0,306.3,9.4,138,100,0.013,17.59,4.32,3.16,18.39,Lactose monohydrate,filler,N/A,N/A,hydrophilic,0.194,direct_compression,0.828,0.7,0.1,0.83,"{""min"": 33, ""max"": 74, ""unit"": ""% w/w""}",True,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.607}, {""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.795}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.685}, {""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.258}]","[0.1093, 0.0211, 0.0415, 0.0251, 0.0177, -0.1222]",direct_compression,0.838,"[{""parameter"": ""compression_force_kn"", ""value"": 20.96, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 66.64, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 11.93, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 50.02, ""unit"": ""rpm""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.518}, {""technique"": ""nanosuspension"", ""confidence"": 0.709}]",0.62,,amorphous_solid_dispersion
EF-1225,Testosterone,II,1,3.32,0.023,288.4,9.3,155,40,1.74,21.53,12.27,17.98,30.62,PVPVA 64,ASD_polymer,106,45,amphiphilic,0.32,coprecipitation,0.757,0.9,0.07,0.69,"{""min"": 24, ""max"": 58, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.804}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.557}]","[{""excipient"": ""TBC"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.834}, {""excipient"": ""TEC"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.01}]","[0.0091, -0.0395, 0.0497, 0.0086, 0.0467, 0.0465]",coprecipitation,0.698,"[{""parameter"": ""antisolvent_ratio"", ""value"": 11.1, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 3.04, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 30.66, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.98, ""unit"": ""w/w""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.759}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.529}]",0.34,high_residual_solvent_risk,crystalline_suspension
EF-1226,Spironolactone,II,1,2.76,0.028,416.6,4.3,207,100,3.57,21.16,11.69,19.83,31.27,Tween 80,surfactant,N/A,1.31,hydrophilic,0.678,nanosuspension,0.677,0.78,0.27,0.61,"{""min"": 15, ""max"": 25, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.837}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.825}]","[{""excipient"": ""Eudragit L100"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.71}, {""excipient"": ""PVP K90"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}]","[0.0048, 0.0996, 0.013, -0.0355, 0.0456, 0.0547]",nanosuspension,0.622,"[{""parameter"": ""particle_size_nm"", ""value"": 198.86, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.17, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -16.03, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.68, ""unit"": ""%""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.632}, {""technique"": ""wet_granulation"", ""confidence"": 0.533}]",0.2,pH_incompatibility_solubility_precipitation,nanosizing
EF-1227,Prednisolone,I,0,1.62,0.23,360.4,5.8,237,30,0.13,15.87,13.69,18.58,28.01,Colloidal SiO2,glidant,N/A,N/A,neutral,0.119,direct_compression,0.471,0.89,0.17,0.43,"{""min"": 0, ""max"": 3, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.785}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.569}]","[{""excipient"": ""Span 80"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.145}, {""excipient"": ""HPMC K15M"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.01}]","[0.0111, 0.1094, 0.0481, 0.0127, 0.077, -0.0433]",direct_compression,0.429,"[{""parameter"": ""compression_force_kn"", ""value"": 20.43, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 111.67, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 26.61, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 67.25, ""unit"": ""rpm""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.609}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.612}]",0.45,pH_incompatibility_solubility_precipitation,solid_solution
EF-1228,Prednisolone,I,0,1.62,0.23,360.4,8.0,237,30,0.13,17.3,4.31,4.75,18.45,PVP K30,ASD_polymer,175,50,hydrophilic,0.381,wet_granulation,0.585,0.84,0.09,0.59,"{""min"": 34, ""max"": 66, ""unit"": ""% w/w""}",False,"[{""excipient"": ""MCC PH101"", ""compatibility_score"": 0.821}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.588}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.112}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.248}]","[0.0059, -0.0245, 0.0005, 0.0367, 0.0128, 0.0113]",wet_granulation,0.567,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 18.77, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 253.94, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 14.78, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 50.73, ""unit"": ""\u00b0C""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.721}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.502}]",0.37,oxidative_degradation_peroxide_content,amorphous_solid_dispersion
EF-1229,Atenolol,III,2,0.16,13.3,266.3,9.6,147,100,0.0075,18.55,12.02,17.6,28.25,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.422,direct_compression,0.779,0.8,0.11,0.75,"{""min"": 31, ""max"": 67, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.609}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.61}]","[{""excipient"": ""Eudragit L100"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}, {""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}]","[0.026, -0.0205, -0.0749, 0.0249, 0.0251, 0.0053]",direct_compression,0.733,"[{""parameter"": ""compression_force_kn"", ""value"": 9.06, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 118.15, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 24.73, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 22.53, ""unit"": ""rpm""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.674}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.693}]",0.48,,lipid_based_drug_delivery
EF-1230,Simvastatin,II,1,4.68,0.03,418.6,2.1,135,40,1.33,17.63,6.8,17.04,25.44,PVP K30,ASD_polymer,175,50,hydrophilic,1.329,spray_drying,0.797,0.82,0.19,0.79,"{""min"": 45, ""max"": 73, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.657}, {""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.716}]","[{""excipient"": ""PVP K30"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.242}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.107}]","[0.0038, 0.0176, 0.0091, -0.0049, -0.0115, 0.069]",spray_drying,0.759,"[{""parameter"": ""inlet_temp_c"", ""value"": 170.83, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 78.75, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 6.42, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.22, ""unit"": ""bar""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.458}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.745}]",0.79,,pH_adjusted_formulation
EF-1231,Naproxen,II,1,3.18,0.016,230.3,4.2,156,500,31.25,17.14,4.88,16.76,24.46,PEG 6000,plasticizer,-65,6,hydrophilic,0.894,hot_melt_coating,0.554,0.81,0.09,0.54,"{""min"": 15, ""max"": 33, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.832}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.843}]","[{""excipient"": ""Talc"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}, {""excipient"": ""Tween 80"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.115}]","[-0.002, -0.0111, 0.0066, -0.0073, -0.015, -0.0196]",hot_melt_coating,0.543,"[{""parameter"": ""coating_temp_c"", ""value"": 89.08, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 8.67, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 10.92, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.39, ""unit"": ""%""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.553}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.502}]",0.32,acid_base_interaction_proton_transfer,crystalline_suspension
EF-1232,Ketoconazole,II,1,4.34,0.005,531.4,6.5,146,200,40.0,19.3,4.01,9.6,21.93,Copovidone,ASD_polymer,106,45,amphiphilic,1.04,coprecipitation,0.814,0.87,0.07,0.75,"{""min"": 45, ""max"": 71, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.7}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.689}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.302}, {""excipient"": ""HPMC P50"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.592}]","[0.0572, 0.0582, 0.0003, -0.0436, 0.0179, 0.1301]",coprecipitation,0.757,"[{""parameter"": ""antisolvent_ratio"", ""value"": 11.78, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 5.86, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 19.87, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.7, ""unit"": ""w/w""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.505}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.745}]",0.33,chemical_reactivity_esterification_risk,solid_solution
